system_index,city_calcuated_area,city_lc_area,city_lc_bare,city_lc_closed_forest_deciduous_broadleaf,city_lc_closed_forest_deciduous_needle,city_lc_closed_forest_evergreen_broadleaf,city_lc_closed_forest_evergreen_needle,city_lc_closed_forest_forest_mixed,city_lc_closed_forest_forest_other,city_lc_closed_forest_forest_total,city_lc_cultivated,city_lc_herbaceous_vegetation,city_lc_herbaceous_wetland,city_lc_moss_and_lichen,city_lc_ocean,city_lc_open_forest_deciduous_broadleaf,city_lc_open_forest_deciduous_needle,city_lc_open_forest_evergreen_broadleaf,city_lc_open_forest_evergreen_needle,city_lc_open_forest_forest_mixed,city_lc_open_forest_forest_other,city_lc_open_forest_forest_total,city_lc_permanent_water,city_lc_shrubs,city_lc_snow,city_lc_unknown,city_lc_urban,city_name,city_pc_bare,city_pc_closed_forest_deciduous_broadleaf,city_pc_closed_forest_deciduous_needle,city_pc_closed_forest_evergreen_broadleaf,city_pc_closed_forest_evergreen_needle,city_pc_closed_forest_forest_mixed,city_pc_closed_forest_forest_other,city_pc_closed_forest_forest_total,city_pc_cultivated,city_pc_herbaceous_vegetation,city_pc_herbaceous_wetland,city_pc_moss_and_lichen,city_pc_ocean,city_pc_open_forest_deciduous_broadleaf,city_pc_open_forest_deciduous_needle,city_pc_open_forest_evergreen_broadleaf,city_pc_open_forest_evergreen_needle,city_pc_open_forest_forest_mixed,city_pc_open_forest_forest_other,city_pc_open_forest_forest_total,city_pc_permanent_water,city_pc_shrubs,city_pc_snow,city_pc_unknown,city_pc_urban,pop_2015,region_calcuated_area,region_lc_area,region_lc_bare,region_lc_closed_forest_deciduous_broadleaf,region_lc_closed_forest_deciduous_needle,region_lc_closed_forest_evergreen_broadleaf,region_lc_closed_forest_evergreen_needle,region_lc_closed_forest_forest_mixed,region_lc_closed_forest_forest_other,region_lc_closed_forest_forest_total,region_lc_cultivated,region_lc_herbaceous_vegetation,region_lc_herbaceous_wetland,region_lc_moss_and_lichen,region_lc_ocean,region_lc_open_forest_deciduous_broadleaf,region_lc_open_forest_deciduous_needle,region_lc_open_forest_evergreen_broadleaf,region_lc_open_forest_evergreen_needle,region_lc_open_forest_forest_mixed,region_lc_open_forest_forest_other,region_lc_open_forest_forest_total,region_lc_permanent_water,region_lc_shrubs,region_lc_snow,region_lc_unknown,region_lc_urban,region_pc_bare,region_pc_closed_forest_deciduous_broadleaf,region_pc_closed_forest_deciduous_needle,region_pc_closed_forest_evergreen_broadleaf,region_pc_closed_forest_evergreen_needle,region_pc_closed_forest_forest_mixed,region_pc_closed_forest_forest_other,region_pc_closed_forest_forest_total,region_pc_cultivated,region_pc_herbaceous_vegetation,region_pc_herbaceous_wetland,region_pc_moss_and_lichen,region_pc_ocean,region_pc_open_forest_deciduous_broadleaf,region_pc_open_forest_deciduous_needle,region_pc_open_forest_evergreen_broadleaf,region_pc_open_forest_evergreen_needle,region_pc_open_forest_forest_mixed,region_pc_open_forest_forest_other,region_pc_open_forest_forest_total,region_pc_permanent_water,region_pc_shrubs,region_pc_snow,region_pc_unknown,region_pc_urban,geo
00000000000000000040,79123.07386760385,92812.81960784316,242.97647058823532,2.156862745098039,0,13753.356862745088,11.486274509803922,0,1351.6901960784312,15118.69019607842,26289.81960784317,712.8745098039216,1405.8980392156857,0,2024.2627450980358,0,0,3712.8470588235273,0,0,14025.39999999999,17738.24705882352,2683.0470588235294,109.32156862745097,0,0,26487.682352941185,Chattogram,0.0026179192876034825,2.323884517474322E-5,0.0,0.14818380608256898,1.237574136669507E-4,0.0,0.014563615261228487,0.16289441760263915,0.28325634022243995,0.007680776349818813,0.015147670819138438,0.0,0.021810163225845745,0.0,0.0,0.040003601598477594,0.0,0.0,0.15111490049823648,0.19111850209671408,0.028908151591127806,0.0011778714307933032,0.0,0.0,0.2853881873738791,5277961.000994,4811649.293899223,5645633.741176468,10642.003921568627,25067.223529411764,0,2368519.5803921553,367488.0392156864,0,67832.12549019608,2828906.9686274496,606668.7921568629,11528.149019607843,34007.79607843138,0,1613337.6156862734,657.6745098039215,0,117181.85882352942,1544.627450980392,0,223884.56078431377,343268.7215686275,120092.85882352942,9577.505882352942,0,0,67603.32941176472,0.0018849972225351954,0.004440107998254261,0.0,0.41953121455919845,0.06509243356249093,0.0,0.012014970966937159,0.5010787270868808,0.10745804987881519,0.002041958360764215,0.006023734028368735,0.0,0.2857673185420061,1.1649259232088826E-4,0.0,0.020756192164727714,2.7359682221583754E-4,0.0,0.03965623188614065,0.060802513465405085,0.02127181186899025,0.001696444778643598,0.0,0.0,0.011974444767590815,
00000000000000000041,24644.949342499607,37823.49803921568,761.4588235294119,0,0,0,0,0,14.0,14.0,973.0509803921569,8563.564705882325,3.0,0,0,0,0,0,0,0,101.79607843137256,101.79607843137256,1035.4039215686278,221.24313725490197,0,0,26149.98039215688,Lanzhou,0.020131898502352315,0.0,0.0,0.0,0.0,0.0,3.701402759069163E-4,3.701402759069163E-4,0.025726097025274886,0.22640858592728674,7.931577340862493E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026913448969164526,0.0026913448969164526,0.027374620943179644,0.005849356847574369,0.0,0.0,0.6913686398080999,2364578.586441,3917046.123303859,6011479.921568626,125576.87843137256,17590.89411764706,181.04705882352943,3.0,36399.9294117647,2.0,77708.631372549,131885.5019607843,1726161.850980393,3761659.286274507,1507.6196078431371,0,0,430.0,0,0,3322.972549019608,1.0,98031.09411764707,101785.06666666668,27997.529411764706,14947.352941176468,0,0,119958.83529411766,0.020889511413123833,0.0029262168961976544,3.0116886554665114E-5,4.990451667710444E-7,0.006055069614582787,3.32696777847363E-7,0.012926705634287779,0.021938940773567506,0.28714424293210833,0.6257459619515698,2.507900928744583E-4,0.0,0.0,7.152980723718304E-5,0.0,0.0,5.527711299670309E-4,1.663483889236815E-7,0.01630731457089638,0.016931781856489518,0.004657343911490447,0.0024864680804383577,0.0,0.0,0.019954958988337733,
00000000000000000042,52881.81866456784,57875.815686274545,39.0,0,0,596.6235294117647,0,0,60.63529411764706,657.2588235294118,11712.419607843178,293.9921568627451,727.6549019607843,0,2086.2901960784297,0,0,886.5058823529412,0,0,1996.5843137254913,2883.090196078432,1949.1607843137253,86.24313725490197,0,0,37440.70588235294,Yangon,6.738565934242027E-4,0.0,0.0,0.010308684591952215,0.0,0.0,0.0010476793009074935,0.011356363892859708,0.20237156865887282,0.00507970649530675,0.012572693677531187,0.0,0.03604770267753135,0.0,0.0,0.015317380357253076,0.0,0.0,0.03449773087516049,0.04981511123241356,0.033678329388556257,0.001490141196841133,0.0,0.0,0.646914526186663,5694299.582088,4224432.898068246,4623926.039215685,6497.898039215686,81724.7137254902,0,330916.4078431373,10173.745098039217,0,35867.015686274506,458681.8823529412,2404793.6274509802,15316.019607843136,79201.68235294118,0,1262244.894117646,461.9686274509804,0,83696.01176470588,80.0,0,124325.51372549021,208563.49411764706,128220.48627450979,9902.505882352942,0,0,50503.54901960784,0.0014052772436468008,0.017674312485186815,0.0,0.07156611179258128,0.002200239582500956,0.0,0.007756831614970707,0.09919749547523976,0.5200761446130059,0.0033123409582998123,0.017128665484964254,0.0,0.27298120329185654,9.990830812020081E-5,0.0,0.01810063808436315,1.730131479645589E-5,0.0,0.026887435627447543,0.045105283334727346,0.027729787454874318,0.0021415796443043054,0.0,0.0,0.010922222499080954,
00000000000000000043,132503.09518339686,179584.3098039219,0,0,0,28.564705882352943,0,0,0,28.564705882352943,41790.352941176665,638.1294117647058,288.11764705882354,0,0,0,0,74.80000000000001,0,0,1937.7254901960782,2012.5254901960782,144.1607843137255,245.1450980392157,0,0,134437.31372549033,Chengdu,0.0,0.0,0.0,1.590601423562067E-4,0.0,0.0,0.0,1.590601423562067E-4,0.232706036439404,0.0035533695146387993,0.001604358684639004,0.0,0.0,0.0,0.0,4.1651745679603056E-4,0.0,0.0,0.010790060068787594,0.011206577525583624,8.027471023004549E-4,0.0013650696895896749,0.0,0.0,0.7486027809014882,9321712.234833,5098113.68529067,6911603.866666664,47601.52156862747,1710.9529411764706,0,1020305.1490196077,750586.949019608,0,70024.29803921568,1842627.3490196078,3516320.1176470565,270840.1960784313,21818.18039215686,3.0,0,196.0,0,360972.35294117656,47431.686274509804,0,346654.24313725485,755254.2823529412,25051.09019607843,32538.109803921565,3724.8784313725496,9.0,395816.14117647096,0.006887188919810704,2.475478881867156E-4,0.0,0.147622052522475,0.10859808569752448,0.0,0.01013141079698294,0.26659909690516914,0.5087560261671812,0.03918630195006422,0.003156746366408779,4.3405265375066166E-7,0.0,2.8358106711709895E-5,0.0,0.052227002574912716,0.0068626164331066055,0.0,0.05015539805588419,0.10927337517061522,0.003624497392985008,0.004707750969474192,5.38931122678619E-4,1.302157961251985E-6,0.05726834882499792,
00000000000000000044,36318.6978564058,44339.15294117649,4.0,0,0,374.4901960784315,819.3960784313728,0,6.925490196078432,1200.8117647058828,2264.407843137253,884.5450980392159,344.42352941176466,0,0,0,0,591.2078431372546,50.45490196078431,0,2158.5764705882334,2800.2392156862725,369.65490196078423,673.521568627451,0,0,35797.54901960787,Kunming,9.021372161319112E-5,0.0,0.0,0.008446038573972242,0.018480192427637092,0.0,1.5619356114597599E-4,0.027082424562755312,0.05107016469487767,0.019949526307205666,0.007767932099846419,0.0,0.0,0.0,0.0,0.01333376494407986,0.0011379311198777616,0.0,0.048683304199607876,0.0631550002635655,0.00833698610461041,0.015190221823159163,0.0,0.0,0.8073575304223667,3068952.700343,3940535.722337249,4811643.615686273,229.521568627451,65.0,0,804680.2627450976,564945.682352941,0,10295.996078431373,1379986.9411764701,1431298.9686274512,153979.76078431372,23972.219607843137,0,0,0,0,587031.4196078432,29820.670588235294,0,855477.7764705883,1472329.8666666667,83379.25490196078,56391.509803921566,0,0,210075.57254901962,4.770128192353973E-5,1.3508897414616441E-5,0.0,0.16723604801523273,0.11741220411902102,0.0,0.0021398085354588092,0.2868015695671272,0.29746570672053163,0.032001489113268826,0.004982127007430919,0.0,0.0,0.0,0.0,0.12200226502521556,0.006197605843254466,0.0,0.1777932541973131,0.30599312506578313,0.01732864309196528,0.011719801861484826,0.0,0.0,0.04365983629048492,
00000000000000000045,63657.76478800542,93391.41960784321,0,0,0,0,0,0,0,0,10449.662745098058,2654.866666666666,250.55294117647063,0,0,0,0,0,0,0,2097.7058823529414,2097.7058823529414,241.7058823529412,890.5294117647059,0,0,76806.39607843144,Xi'an,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11189103655321748,0.028427308181143703,0.0026828261335844245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022461441224058357,0.022461441224058357,0.0025880951737095362,0.009535452137938348,0.0,0.0,0.8224138405963483,5095080.774406,4267452.040351349,6263303.207843137,643.0,1487069.0313725488,0,747437.0078431373,197422.37647058823,23.0,210090.9882352941,2642042.4039215683,2198462.301960784,149407.19607843136,11610.607843137252,0,0,49919.92941176471,0,24338.607843137255,1972.1686274509805,28.0,542830.0,619088.705882353,4482.603921568628,154358.21960784312,0,0,483208.16862745094,1.0266148367123788E-4,0.2374256813098856,0.0,0.11933591318190845,0.031520488457810684,3.6721837083024432E-6,0.03354316105473075,0.42182891618804375,0.35100684559032513,0.023854377014885405,0.0018537515202198776,0.0,0.0,0.00797022397849958,0.0,0.003885906052362204,3.1487676103263834E-4,4.470484514455148E-6,0.08666832532077458,0.09884380259718346,7.156932648503026E-4,0.02464485822984749,0.0,0.0,0.07714909411097327,
00000000000000000046,37415.85618371303,60138.78431372554,57.4078431372549,2.0,0,0,0,0,62.537254901960786,64.53725490196078,4338.858823529405,5379.509803921568,327.3058823529412,0,0,4.0,0,0,0,0,372.11764705882365,376.11764705882365,626.9294117647058,2.0,0,0,48966.117647058876,Taiyuan,9.545893518195486E-4,3.3256408868636506E-5,0.0,0.0,0.0,0.0,0.0010398822592708752,0.0010731386681395116,0.07214743152929252,0.08945158877602713,0.005442509124319625,0.0,0.0,6.651281773727301E-5,0.0,0.0,0.0,0.0,0.006187648308911606,0.006254161126648879,0.010424710424710415,3.3256408868636506E-5,0.0,0.0,0.8142186145901736,3450563.922977,4018720.0987103353,6462471.996078431,3528.58431372549,399200.8117647059,2357.3568627450977,0,265555.631372549,17.0,401900.52941176476,1069031.3294117649,1707615.658823529,2438485.282352941,5851.588235294117,0,0,29431.262745098044,0,0,6968.8117647058825,1.0,846999.670588235,883400.7450980389,8769.090196078432,37116.96862745098,0,0,308672.74901960796,5.460115441686575E-4,0.0617721534432876,3.647763370078189E-4,0.0,0.04109195854677497,2.630572327480254E-6,0.062189906533544254,0.16542142543294214,0.26423567635724343,0.3773301120426777,9.054721225631599E-4,0.0,0.0,0.004554180314120909,0.0,0.0,0.0010783507872737723,1.5473954867530906E-7,0.13106434675495893,0.1366970325959023,0.001356925059234254,0.0057434629736073705,0.0,0.0,0.047763881871661085,
00000000000000000047,48591.172328439025,64354.61960784316,2.0,0,0,2605.8745098039217,238.29803921568632,0,7.0,2851.172549019608,6693.756862745103,516.1960784313725,792.2,0,0,0,0,2087.2823529411758,0,0,4533.564705882354,6620.8470588235305,3711.396078431372,278.3647058823529,0,0,42888.686274509826,Chongqing,3.107780004275329E-5,0.0,0.0,0.040492423476097016,0.003702889406662641,0.0,1.0877230014963652E-4,0.04430408518290929,0.10401361865759995,0.008021119254171795,0.012309916596934579,0.0,0.0,0.0,0.0,0.03243407179873673,0.0,0.0,0.07044660870514773,0.10288068050388446,0.057671012602474446,0.004325481334185797,0.0,0.0,0.666443008067797,4648496.051239,4323097.072718698,5729403.619607842,0,15.0,0,1928613.1647058816,128242.5568627451,0,5699.839215686276,2062570.5607843131,2934428.65490196,4123.956862745098,20869.57254901961,0,0,2.0,0,339218.9254901961,399.0,0,123217.36862745098,462837.2941176471,52333.4705882353,3033.109803921569,0,0,189207.00000000012,0.0,2.6180735371243927E-6,0.0,0.3366167393244131,0.022383229630368207,0.0,9.948398810968062E-4,0.3599974269094153,0.5121700005318899,7.197881553730315E-4,0.0036425383747790596,0.0,0.0,3.490764716165857E-7,0.0,0.059206672807843565,6.964075608750885E-5,0.0,0.021506142141175383,0.08078280478157808,0.00913419163019577,5.293936341893077E-4,0.0,0.0,0.03302385598257968,
00000000000000000048,212624.293210342,362054.5372549022,9.105882352941176,38.839215686274514,0,2.2509803921568627,215.85098039215677,0,177.68235294117648,434.62352941176465,60132.027450980495,9462.811764705875,2754.2431372549036,0,0,3.4745098039215687,0,8.0,67.66274509803921,0,8903.517647058827,8982.654901960788,1187.941176470588,10635.69803921569,0,0,268455.43137254915,Beijing,2.5150582069712435E-5,1.0727448958588803E-4,0.0,6.217241217922024E-6,5.961836082175329E-4,0.0,4.907612932801899E-4,0.0012004366323015328,0.16608555138378206,0.0261364263971194,0.00760726038164741,0.0,0.0,9.596647594214134E-6,0.0,2.2096118614217643E-5,1.86885505181231E-4,0.0,0.02459164775164898,0.024810226023038645,0.003281111142750921,0.02937595567743899,0.0,0.0,0.7414778817798514,1.7992303766626E7,5421399.054372248,9232172.749019604,1078.8470588235296,989663.3411764705,931.0,64.74901960784314,46698.92941176471,14.0,481858.2549019608,1519230.2745098039,3623303.125490194,1014678.6784313724,98534.00784313725,0,0,304317.1607843137,0,32.0,1231.321568627451,0,1113319.2078431372,1418899.6901960783,70110.85882352942,268785.22745098046,0,0,1217552.0392156865,1.1685733013803235E-4,0.10719722952341487,1.0084300037592624E-4,7.013410750434567E-6,0.005058281585634739,1.5164360958785902E-6,0.05219337505931428,0.16455825901558613,0.39246483184307457,0.10990681240655127,0.010672894726065531,0.0,0.0,0.03296268051490156,0.0,3.4661396477224917E-6,1.333728908786081E-4,0.0,0.12059124521487798,0.15369076476030585,0.007594188359503425,0.029113972924685975,0.0,0.0,0.13188141863408942,
00000000000000000049,76028.7034096053,76501.53333333334,10.0,0,0,1611.8509803921575,0,0,1771.7490196078418,3383.5999999999995,19461.705882352915,325.6509803921569,546.1411764705883,0,556.8901960784314,0,0,573.9960784313724,0,0,8607.721568627447,9181.717647058818,401.78823529411767,12.0,0,0,42622.0392156863,Medan,1.3071633422598065E-4,0.0,0.0,0.021069525147541582,0.0,0.0,0.023159653701161218,0.0442291788487028,0.2543962850725377,0.004256790239395945,0.00713895725580997,0.0,0.0072794644997760125,0.0,0.0,0.007503066323263748,0.0,0.0,0.11251698094888878,0.12002004727215251,0.005252028525277284,1.5685960107117677E-4,0.0,0.0,0.5571396723510504,3967611.252649,4527321.285841014,4555985.905882356,905.0,0,0,1853108.7333333334,0,0,257768.24313725493,2110876.9764705882,277600.4862745098,10256.145098039216,23805.79215686275,0,1584253.3372549035,0,0,46738.45490196078,0,0,344106.0862745099,390844.5411764707,81114.27450980392,1254.0,0,10.0,75065.35294117649,1.986397716532727E-4,0.0,0.0,0.40674154214145725,0.0,0.0,0.0565779281284526,0.4633194702699098,0.0609309361374653,0.0022511362655440246,0.005225168086259102,0.0,0.3477300786223749,0.0,0.0,0.010258691722820193,0.0,0.0,0.07552834740560221,0.08578703912842242,0.01780389057066114,2.7524229132950715E-4,0.0,2.194914603903566E-6,0.016476203941776377,
0000000000000000004a,259318.57623448886,275515.25098039245,38.88235294117647,0,0,883.937254901961,0,0,477.01176470588234,1360.9490196078432,35678.1411764707,1558.5176470588224,4445.196078431378,0,1608.6039215686292,0,0,1263.419607843137,0,0,16190.552941176487,17453.972549019625,4438.478431372549,461.3490196078432,0,3.0,208468.16078431383,Bangkok,1.4112595510708628E-4,0.0,0.0,0.0032083060801772747,0.0,0.0,0.0017313443194468744,0.004939650399624148,0.12949606618694876,0.005656738207823338,0.01613411984495816,0.0,0.00583852950370108,0.0,0.0,0.004585661241428158,0.0,0.0,0.05876463420287655,0.06335029544430472,0.01610973772079289,0.0016744953971374746,0.0,1.0888689425811497E-5,0.7566483526501764,1.4765469325282E7,5587516.946125291,5936242.321568627,1198.1176470588234,10275.75294117647,0,809660.0588235301,1243.372549019608,0,61487.949019607855,882667.133333334,2803296.854901959,23362.792156862743,135244.37254901967,0,983020.3372549018,473.8666666666667,0,160279.38823529414,3.0,0,323926.41960784316,484682.674509804,71879.59215686275,12606.796078431373,0,0,538283.6509803921,2.018309870379796E-4,0.0017310197907253128,0.0,0.13639269001565638,2.0945448006762837E-4,0.0,0.010358059137208523,0.14869122342365784,0.4722342355729845,0.00393561968856575,0.02278282543447147,0.0,0.16559639650881752,7.982603151911923E-5,0.0,0.027000142439087795,5.053702051716889E-7,0.0,0.05456758704591543,0.08164806088672752,0.01210860141199035,0.0021236997069048356,0.0,0.0,0.09067750637884218,
0000000000000000004b,58469.063249004066,94554.20784313742,1.0,0,0,0,0,0,0,0,21412.807843137347,1932.5647058823527,625.5019607843137,0,0,0,0,0,0,0,1048.7843137254897,1048.7843137254897,659.7921568627451,4485.564705882355,0,0,64388.19215686281,Shijiazhuang,1.0575943924769268E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22646065502088017,0.020438695960399978,0.006615273662088128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110918840911384,0.0110918840911384,0.006977924852982961,0.047439080800335945,0.0,0.0,0.6809659096682495,3314766.497475,4276118.684014353,6918719.333333332,1643.3490196078433,207564.50196078437,10.0,0,29824.733333333337,0,229913.31372549024,467312.54901960795,3330541.015686273,1272489.1960784316,20721.46274509804,0,0,27828.015686274506,0,0,765.1764705882352,0,592001.3450980391,620594.5372549018,26416.188235294117,400383.5686274511,0,0,778617.4666666668,2.3752213963795855E-4,0.03000042232682721,1.4453541931989536E-6,0.0,0.004310730338437394,0.0,0.033230617206540386,0.06754321522599818,0.48138114226432566,0.18391975953523265,0.0029949853067843353,0.0,0.0,0.004022133916056311,0.0,0.0,1.1059510203018815E-4,0.0,0.08556516265168716,0.08969789166977366,0.0038180748434215217,0.05786960698036474,0.0,0.0,0.11253780203446133,
0000000000000000004c,31429.767941047336,39407.301960784294,7.0,0,0,2849.239215686274,359.721568627451,0,14.0,3222.9607843137246,3315.76078431373,981.2862745098037,112.4470588235294,0,0,0,0,2842.4196078431405,0,0,4665.925490196074,7508.3450980392145,46.99607843137255,420.1529411764706,0,0,23792.35294117645,Guiyang,1.77632054256492E-4,0.0,0.0,0.07230231642150128,0.00912829731366597,0.0,3.55264108512984E-4,0.08178587784368023,0.08414077136296642,0.024901128107839482,0.002853457436274875,0.0,0.0,0.0,0.0,0.07212926200001564,0.0,0.0,0.11840256140446545,0.19053182340448108,0.0011925728505377035,0.010661804291869076,0.0,0.0,0.6037549326480947,2534030.184182,4056331.844580018,5085660.607843137,17.0,33.0,0,1513502.6274509802,29338.156862745098,0,19588.333333333336,1562462.1176470586,900181.6980392156,80601.78039215688,11534.270588235293,0,0,23.0,0,1093982.0039215684,420.0,0,1229631.7764705885,2324056.780392157,18213.15294117647,50433.184313725484,0,0,138160.6235294118,3.342731910537344E-6,6.4888325322195495E-6,0.0,0.29760197232132385,0.005768799596555777,0.0,0.003851679229857393,0.3072289399802692,0.17700388748925752,0.01584883196252859,0.0022679984917686148,0.0,0.0,4.5225196436681715E-6,0.0,0.21511109141542448,8.258514131915791E-5,0.0,0.24178408102464463,0.4569822801010319,0.003581275736939275,0.009916742032676564,0.0,0.0,0.02716670147361773,
0000000000000000004d,72238.78669140425,120295.28235294127,0,0,0,0,0,0,0,0,17193.678431372602,2497.4392156862737,2251.8352941176436,0,0,0,0,0,0,0,2057.5137254901933,2057.5137254901933,879.6039215686274,6075.815686274511,0,0,89339.39607843141,Tianjin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429289502885664,0.02076090738420558,0.018719231960492466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01710386047769966,0.01710386047769966,0.007312040043165672,0.050507514238574414,0.0,0.0,0.7426674956072957,6657408.869797,4266620.242704226,7103430.133333335,496.52941176470586,6304.882352941177,55.537254901960786,10.0,542.8,0,11863.168627450981,18776.38823529412,3873964.5607843148,62305.33725490197,204197.77254901963,0,1014544.9803921572,975.5686274509804,0,20.0,89.0,0,112174.85882352942,113259.4274509804,257942.13725490193,254225.1843137255,0,0,1303717.8156862748,6.989995008674858E-5,8.875827923407147E-4,7.818371386711949E-6,1.4077705858011204E-6,7.641378739728481E-5,0.0,0.0016700619848124142,0.0026432847065229266,0.5453653359108115,0.008771162112586972,0.028746361788061732,0.0,0.14282465813682535,1.3733768181558618E-4,0.0,2.8155411716022408E-6,1.2529158213629972E-5,0.0,0.0157916466718158,0.01594432905301662,0.03631233536661263,0.03578907366467312,0.0,0.0,0.18353355931080242,
0000000000000000004e,60065.78639943812,89201.65882352943,0,0,0,0,0,0,0,0,11784.360784313716,1567.7803921568634,882.3333333333334,0,0,0,0,1.2509803921568627,0,0,3170.3764705882377,3171.6274509803948,100.89411764705883,1854.9921568627456,0,0,69839.67058823533,Zhengzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13210921119333782,0.017575686515633692,0.009891445349451206,0.0,0.0,0.0,0.0,1.40241830550676E-5,0.0,0.0,0.035541676157169876,0.03555570034022494,0.0011310789393127877,0.02079548947102584,0.0,0.0,0.7829413881910138,4367859.566559,4190860.4496100075,6223243.388235292,513.0,197081.85490196088,45.0,11750.996078431373,27132.43137254902,8.0,82923.73333333332,318942.0156862746,4169612.568627449,151220.29411764705,41812.70196078432,0,0,8076.1098039215685,0,8439.749019607843,540.7647058823529,0,426986.8274509803,444043.45098039205,11888.847058823529,109064.9607843137,0,0,976145.5490196081,8.243290001638037E-5,0.031668672203072366,7.230956141787751E-6,0.0018882430503434915,0.0043598538061104,1.2855033140956001E-6,0.013324841752147472,0.05125012727112961,0.6700063469331567,0.024299273655843334,0.00671879586773498,0.0,0.0,0.001297733239742643,0.0,0.0013561656668551218,8.689435269471215E-5,0.0,0.06861162272042517,0.07135241597971764,0.0019103940368616719,0.017525421067492743,0.0,0.0,0.1568547922880469,
0000000000000000004f,45597.23768813387,93745.04313725508,27.0,59.0,163.7921568627451,0,0,0,1345.4941176470586,1568.2862745098037,13196.960784313786,5808.470588235285,874.1490196078429,0,0,0,0,0,0,0,1654.5607843137252,1654.5607843137252,2847.305882352943,4.2823529411764705,0,0,67764.02745098053,Harbin,2.880152282875207E-4,6.293666099616193E-4,0.0017472087203899605,0.0,0.0,0.0,0.014352696127912365,0.016729271458263945,0.14077502492576272,0.06196029564710871,0.009324749238506121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176495815559147,0.0176495815559147,0.030372868655936427,4.5680846665210255E-5,0.0,0.0,0.7228545124435548,4129608.583885,4116050.3208492594,8462394.172549015,49.0,790146.1960784313,21033.003921568627,0,540.0,957.0,69066.41960784313,881742.6196078431,6396902.054901956,418530.70196078427,47244.12156862745,0,0,5517.945098039216,15.0,0,0,0,108230.63529411764,113763.58039215686,125173.55686274511,1625.7098039215687,0,0,477362.82745098043,5.790323518484885E-6,0.09337147147335327,0.002485467291253952,0.0,6.381172857105791E-5,1.1308856341204153E-4,0.008161569669241626,0.10419540872583195,0.7559210696723079,0.049457717689214635,0.005582831596509848,0.0,0.0,6.520548423445889E-4,1.77254801586272E-6,0.0,0.0,0.0,0.012789599856409994,0.013443427246770445,0.01479174265703588,1.9210991248731654E-4,0.0,0.0,0.05640990217632355,
00000000000000000050,108855.7102002627,125240.05490196109,123.54509803921569,0,0,161.62745098039213,0,0,239.05098039215687,400.67843137254897,49850.76470588257,680.8313725490198,2426.435294117647,0,0,0,0,73.0,0,0,4804.568627450977,4877.568627450977,3722.8980392156905,327.34117647058827,0,0,62829.99215686283,Hanoi,9.864663356777333E-4,0.0,0.0,0.0012905412019095278,0.0,0.0,0.0019087422197258527,0.0031992834216353805,0.3980417027516168,0.005436211067473421,0.01937427523500433,0.0,0.0,0.0,0.0,5.828806132123223E-4,0.0,0.0,0.03836287544916865,0.03894575606238097,0.02972609715102732,0.0026137099406961578,0.0,0.0,0.5016764980344878,5351791.013021,4676649.447324928,5381227.027450982,2471.250980392157,78.03529411764706,0,2088438.3686274511,18955.792156862743,0,84865.16470588234,2192337.360784314,1383254.7647058826,13434.133333333331,59080.98823529411,0,348771.1137254903,7.0,0,286459.5529411764,110.0,0,487186.8,773763.3529411764,75551.2274509804,9389.964705882354,0,0,523172.8705882357,4.592355921401735E-4,1.4501394146645283E-5,0.0,0.3880970562984624,0.003522578040317667,0.0,0.015770597351303702,0.4074047330842305,0.2570519247096536,0.0024964814278978504,0.010979092302537553,0.0,0.06481256262676185,1.3008185613227714E-6,0.0,0.05323312907630077,2.0441434535072122E-5,0.0,0.09053451889592068,0.14378939022531784,0.014039776999850543,0.0017449486256539263,0.0,0.0,0.09722185440595618,
